temperature_keV,density_requested_g_cm3,density_used_g_cm3,density_was_clipped,rosseland_cm2_g,planck_cm2_g,free_electrons,avg_sq_free_electrons
0.0025,0.005857,0.005857,false,134740,684000,0.2694,0.2694
0.0025,0.0068926,0.0068926,false,144520,687810,0.24786,0.24786
0.0025,0.0081113,0.0081113,false,155770,692200,0.22314,0.22314
0.0025,0.0095455,0.0095455,false,163060,691260,0.21893,0.21893
0.0025,0.011233,0.011233,false,171360,690130,0.21397,0.21397
0.0025,0.013219,0.013219,false,180800,688770,0.20814,0.20814
0.0025,0.015557,0.015557,false,191450,687120,0.20127,0.20127
0.0025,0.018307,0.018307,false,203390,685170,0.19319,0.19319
0.0025,0.021544,0.021544,false,216660,682830,0.18368,0.18368
0.0025,0.025354,0.025354,false,231150,680040,0.17249,0.17249
0.0025,0.029836,0.029836,false,246430,676760,0.15933,0.15933
0.0025,0.035112,0.035112,false,262880,682130,0.15381,0.15381
0.0025,0.04132,0.04132,false,281320,692090,0.15151,0.15151
0.0025,0.048626,0.048626,false,301430,703560,0.14881,0.14881
0.0025,0.057224,0.057224,false,323040,716780,0.14564,0.14564
0.0025,0.067342,0.067342,false,345660,731900,0.1419,0.1419
0.0025,0.079248,0.079248,false,368100,749260,0.1375,0.1375
0.0025,0.09326,0.09326,false,386320,769070,0.13233,0.13233
0.0025,0.10975,0.10975,false,409780,789660,0.13123,0.13123
0.0025,0.12915,0.12915,false,442800,811410,0.1324,0.1324
0.0025,0.15199,0.15199,false,478730,835230,0.13378,0.13378
0.0025,0.17886,0.17886,false,517420,861010,0.13541,0.13541
0.0025,0.21049,0.21049,false,558610,888410,0.13732,0.13732
0.0025,0.24771,0.24771,false,599360,912770,0.14201,0.14201
0.0025,0.29151,0.29151,false,634670,926500,0.1525,0.1525
0.0025,0.34305,0.34305,false,666570,934480,0.16485,0.16485
0.0025,0.4037,0.4037,false,692470,933690,0.17939,0.17939
0.0025,0.47508,0.47508,false,731100,945600,0.21253,0.21253
0.0025,0.55908,0.55908,false,740330,932130,0.2554,0.2554
0.0025,0.65793,0.65793,false,724040,912320,0.32796,0.32796
0.0025,0.77426,0.77426,false,663790,838160,0.42396,0.42396
0.0025,0.91116,0.91116,false,576940,695790,0.53434,0.53434
0.0025,1.0723,1.0723,false,489900,574860,0.64366,0.64366
0.0025,1.2619,1.2619,false,397430,450860,0.75206,0.75206
0.0025,1.485,1.485,false,312430,348680,0.83058,0.83058
0.0025,1.7475,1.7475,false,232990,255210,0.92299,0.92299
0.0025,2.0565,2.0565,false,190360,205650,0.95665,0.95665
0.0025,2.4201,2.4201,false,159670,170450,0.97128,0.97128
0.0025,2.848,2.848,false,132750,139940,0.98849,0.98849
0.0025,3.3516,3.3516,false,113780,118940,0.99971,0.99971
0.0025,3.9442,3.9442,false,100950,104970,0.99983,0.99983
0.0025,4.6416,4.6416,false,89607,92634,0.99997,0.99997
0.0025,5.4623,5.4623,false,78886,81135,1,1
0.0025,6.4281,6.4281,false,69575,71269,1,1
0.0025,7.5646,7.5646,false,60755,62001,1,1
0.0025,8.9022,8.9022,false,53190,54102,1,1
0.0025,10.476,10.476,false,46363,47045,1,1
0.0025,12.328,12.328,false,40341,40853,1,1
0.0025,14.508,14.508,false,34496,34866,1,1
0.0025,17.074,17.074,false,29428,29695,1,1
0.0025,20.092,20.092,false,25445,25641,1,1
0.0025,23.645,23.645,false,21988,22132,1,1
0.0025,27.826,27.826,false,19358,19476,1,1
0.0025,32.745,32.745,false,17231,17328,1,1
0.0025,38.535,38.535,false,15348,15424,1,1
0.0025,45.349,45.349,false,13658,13717,1,1
0.0025,53.367,53.367,false,12093,12139,1,1
0.0025,62.803,62.803,false,10532,10567,1,1
0.0025,73.907,73.907,false,9076.1,9103.9,1,1
0.0025,86.975,86.975,false,7749.6,7771,1,1
0.0025,102.35,102.35,false,6574.1,6590.3,1,1
0.0025,120.45,120.45,false,5661.8,5673.7,1,1
0.0025,141.75,141.75,false,4918.3,4927.1,1,1
0.0025,166.81,166.81,false,4266.6,4273.2,1,1
0.0025,196.3,196.3,false,3685,3689.4,1,1
0.0025,231.01,231.01,false,3318.2,3321.8,1,1
0.0025,271.86,271.86,false,2852.1,2854.8,1,1
0.0025,319.93,319.93,false,2487.9,2489.9,1,1
0.0025,376.49,376.49,false,2151.1,2152.7,1,1
0.0025,443.06,443.06,false,1833.4,1834.6,1,1
0.0025,521.4,521.4,false,1562.8,1563.7,1,1
0.0025,613.59,613.59,false,1337.2,1337.8,1,1
0.0025,722.08,722.08,false,1149.7,1150.1,1,1
0.0025,849.75,833.21,true,996,996.36,1,1
0.0025,1000,833.21,true,996,996.36,1,1
0.003,0.0001,0.0001,false,20965,120800,0.89058,0.89058
0.003,0.00011768,0.00011768,false,24145,135910,0.87572,0.87572
0.003,0.00013849,0.00013849,false,27860,153620,0.85831,0.85831
0.003,0.00016298,0.00016298,false,30635,165940,0.84748,0.84748
0.003,0.00019179,0.00019179,false,33848,180440,0.83473,0.83473
0.003,0.0002257,0.0002257,false,37586,197500,0.81973,0.81973
0.003,0.00026561,0.00026561,false,41945,217580,0.80208,0.80208
0.003,0.00031257,0.00031257,false,47042,241210,0.7813,0.7813
0.003,0.00036784,0.00036784,false,53010,269010,0.75686,0.75686
0.003,0.00043288,0.00043288,false,60007,301740,0.72809,0.72809
0.003,0.00050941,0.00050941,false,64374,318040,0.71221,0.71221
0.003,0.00059948,0.00059948,false,68489,331450,0.6982,0.6982
0.003,0.00070548,0.00070548,false,73302,347220,0.68171,0.68171
0.003,0.00083022,0.00083022,false,78936,365790,0.66231,0.66231
0.003,0.00097701,0.00097701,false,85535,387630,0.63947,0.63947
0.003,0.0011498,0.0011498,false,93267,413360,0.6126,0.6126
0.003,0.001353,0.001353,false,102330,443630,0.58098,0.58098
0.003,0.0015923,0.0015923,false,112970,479280,0.54377,0.54377
0.003,0.0018738,0.0018738,false,118120,489620,0.52984,0.52984
0.003,0.0022051,0.0022051,false,123020,496880,0.51809,0.51809
0.003,0.002595,0.002595,false,128770,505420,0.50426,0.50426
0.003,0.0030539,0.0030539,false,135490,515470,0.48798,0.48798
0.003,0.0035938,0.0035938,false,143360,527300,0.46882,0.46882
0.003,0.0042292,0.0042292,false,152580,541240,0.44628,0.44628
0.003,0.004977,0.004977,false,163370,557680,0.41975,0.41975
0.003,0.005857,0.005857,false,176000,577070,0.38853,0.38853
0.003,0.0068926,0.0068926,false,187110,591720,0.36487,0.36487
0.003,0.0081113,0.0081113,false,194280,596170,0.35742,0.35742
0.003,0.0095455,0.0095455,false,202440,601380,0.34866,0.34866
0.003,0.011233,0.011233,false,211690,607510,0.33834,0.33834
0.003,0.013219,0.013219,false,222150,614690,0.3262,0.3262
0.003,0.015557,0.015557,false,233900,623170,0.31191,0.31191
0.003,0.018307,0.018307,false,247010,633150,0.29509,0.29509
0.003,0.021544,0.021544,false,261440,644940,0.2753,0.2753
0.003,0.025354,0.025354,false,276630,658580,0.25292,0.25292
0.003,0.029836,0.029836,false,289380,667360,0.24884,0.24884
0.003,0.035112,0.035112,false,303270,677530,0.24404,0.24404
0.003,0.04132,0.04132,false,318280,689310,0.23839,0.23839
0.003,0.048626,0.048626,false,334350,703020,0.23175,0.23175
0.003,0.057224,0.057224,false,351250,718850,0.22393,0.22393
0.003,0.067342,0.067342,false,368500,737340,0.21473,0.21473
0.003,0.079248,0.079248,false,384540,758940,0.20389,0.20389
0.003,0.09326,0.09326,false,401790,777990,0.19889,0.19889
0.003,0.10975,0.10975,false,423310,795140,0.19865,0.19865
0.003,0.12915,0.12915,false,446080,814320,0.19837,0.19837
0.003,0.15199,0.15199,false,469990,835430,0.19803,0.19803
0.003,0.17886,0.17886,false,494980,858660,0.19764,0.19764
0.003,0.21049,0.21049,false,520910,883710,0.19718,0.19718
0.003,0.24771,0.24771,false,540030,897330,0.20546,0.20546
0.003,0.29151,0.29151,false,555400,905210,0.21723,0.21723
0.003,0.34305,0.34305,false,567390,907550,0.23109,0.23109
0.003,0.4037,0.4037,false,574900,902250,0.24759,0.24759
0.003,0.47508,0.47508,false,580990,900390,0.28753,0.28753
0.003,0.55908,0.55908,false,571280,872420,0.33454,0.33454
0.003,0.65793,0.65793,false,551340,835710,0.40368,0.40368
0.003,0.77426,0.77426,false,510420,729890,0.49076,0.49076
0.003,0.91116,0.91116,false,459750,614810,0.58772,0.58772
0.003,1.0723,1.0723,false,399510,509830,0.67682,0.67682
0.003,1.2619,1.2619,false,334140,408140,0.77234,0.77234
0.003,1.485,1.485,false,274770,324050,0.8504,0.8504
0.003,1.7475,1.7475,false,223280,257530,0.8947,0.8947
0.003,2.0565,2.0565,false,175480,197490,0.94683,0.94683
0.003,2.4201,2.4201,false,140820,154920,0.98739,0.98739
0.003,2.848,2.848,false,123770,134410,0.99059,0.99059
0.003,3.3516,3.3516,false,108390,116090,0.99435,0.99435
0.003,3.9442,3.9442,false,95163,100520,0.99877,0.99877
0.003,4.6416,4.6416,false,84686,88800,0.99999,0.99999
0.003,5.4623,5.4623,false,75264,78460,1,1
0.003,6.4281,6.4281,false,66728,69131,1,1
0.003,7.5646,7.5646,false,58605,60387,1,1
0.003,8.9022,8.9022,false,51615,52948,1,1
0.003,10.476,10.476,false,44801,45763,1,1
0.003,12.328,12.328,false,39228,39927,1,1
0.003,14.508,14.508,false,34080,34601,1,1
0.003,17.074,17.074,false,29534,29932,1,1
0.003,20.092,20.092,false,25249,25537,1,1
0.003,23.645,23.645,false,21650,21860,1,1
0.003,27.826,27.826,false,18568,18719,1,1
0.003,32.745,32.745,false,16085,16197,1,1
0.003,38.535,38.535,false,14344,14433,1,1
0.003,45.349,45.349,false,12929,13008,1,1
0.003,53.367,53.367,false,11591,11653,1,1
0.003,62.803,62.803,false,10305,10353,1,1
0.003,73.907,73.907,false,9102,9139.8,1,1
0.003,86.975,86.975,false,7909.1,7938.6,1,1
0.003,102.35,102.35,false,6799.8,6822.6,1,1
0.003,120.45,120.45,false,5792.4,5809.9,1,1
0.003,141.75,141.75,false,4940.6,4953.5,1,1
0.003,166.81,166.81,false,4276.3,4285.9,1,1
0.003,196.3,196.3,false,3705.2,3712.3,1,1
0.003,231.01,231.01,false,3230.3,3235.5,1,1
0.003,271.86,271.86,false,2783.8,2787.4,1,1
0.003,319.93,319.93,false,2480.3,2483.2,1,1
0.003,376.49,376.49,false,2173.1,2175.3,1,1
0.003,443.06,443.06,false,1882.3,1884,1,1
0.003,521.4,521.4,false,1613.5,1614.8,1,1
0.003,613.59,613.59,false,1365.4,1366.3,1,1
0.003,722.08,722.08,false,1158.9,1159.6,1,1
0.003,849.75,849.75,false,988.04,988.53,1,1
0.003,1000,1000,false,847.01,847.37,1,1
0.0035,0.0001,0.0001,false,13258,58406,0.94159,0.94159
0.0035,0.00011768,0.00011768,false,15322,66074,0.93369,0.93369
0.0035,0.00013849,0.00013849,false,17742,75098,0.92439,0.92439
0.0035,0.00016298,0.00016298,false,20582,85719,0.91345,0.91345
0.0035,0.00019179,0.00019179,false,22990,94390,0.90521,0.90521
0.0035,0.0002257,0.0002257,false,25765,104450,0.89569,0.89569
0.0035,0.00026561,0.00026561,false,29010,116300,0.88449,0.88449
0.0035,0.00031257,0.00031257,false,32812,130230,0.8713,0.8713
0.0035,0.00036784,0.00036784,false,37272,146640,0.85579,0.85579
0.0035,0.00043288,0.00043288,false,42509,165940,0.83753,0.83753
0.0035,0.00050941,0.00050941,false,48142,186320,0.81802,0.81802
0.0035,0.00059948,0.00059948,false,51963,197670,0.80572,0.80572
0.0035,0.00070548,0.00070548,false,56449,211030,0.79126,0.79126
0.0035,0.00083022,0.00083022,false,61715,226760,0.77423,0.77423
0.0035,0.00097701,0.00097701,false,67900,245260,0.75419,0.75419
0.0035,0.0011498,0.0011498,false,75167,267040,0.73062,0.73062
0.0035,0.001353,0.001353,false,83707,292680,0.70287,0.70287
0.0035,0.0015923,0.0015923,false,93745,322860,0.67022,0.67022
0.0035,0.0018738,0.0018738,false,100100,338900,0.6516,0.6516
0.0035,0.0022051,0.0022051,false,104950,348440,0.63917,0.63917
0.0035,0.002595,0.002595,false,110640,359680,0.62454,0.62454
0.0035,0.0030539,0.0030539,false,117310,372900,0.60733,0.60733
0.0035,0.0035938,0.0035938,false,125140,388470,0.58707,0.58707
0.0035,0.0042292,0.0042292,false,134330,406800,0.56323,0.56323
0.0035,0.004977,0.004977,false,145100,428410,0.53518,0.53518
0.0035,0.005857,0.005857,false,157740,453850,0.50216,0.50216
0.0035,0.0068926,0.0068926,false,164620,464740,0.48852,0.48852
0.0035,0.0081113,0.0081113,false,170830,473310,0.47804,0.47804
0.0035,0.0095455,0.0095455,false,177960,483400,0.46571,0.46571
0.0035,0.011233,0.011233,false,186140,495250,0.4512,0.4512
0.0035,0.013219,0.013219,false,195500,509210,0.43412,0.43412
0.0035,0.015557,0.015557,false,206190,525660,0.41402,0.41402
0.0035,0.018307,0.018307,false,218340,545060,0.39037,0.39037
0.0035,0.021544,0.021544,false,231990,567960,0.36254,0.36254
0.0035,0.025354,0.025354,false,242180,583270,0.34754,0.34754
0.0035,0.029836,0.029836,false,250550,593790,0.34103,0.34103
0.0035,0.035112,0.035112,false,259790,606080,0.33337,0.33337
0.0035,0.04132,0.04132,false,269960,620380,0.32435,0.32435
0.0035,0.048626,0.048626,false,281120,637160,0.31374,0.31374
0.0035,0.057224,0.057224,false,293330,656860,0.30125,0.30125
0.0035,0.067342,0.067342,false,306540,679940,0.28655,0.28655
0.0035,0.079248,0.079248,false,320250,706140,0.27031,0.27031
0.0035,0.09326,0.09326,false,331360,720000,0.26898,0.26898
0.0035,0.10975,0.10975,false,343190,735630,0.26741,0.26741
0.0035,0.12915,0.12915,false,355770,753160,0.26557,0.26557
0.0035,0.15199,0.15199,false,369160,772770,0.2634,0.2634
0.0035,0.17886,0.17886,false,383470,794570,0.26085,0.26085
0.0035,0.21049,0.21049,false,398350,817650,0.25863,0.25863
0.0035,0.24771,0.24771,false,406140,824920,0.26944,0.26944
0.0035,0.29151,0.29151,false,412990,829370,0.28217,0.28217
0.0035,0.34305,0.34305,false,418450,829110,0.29714,0.29714
0.0035,0.4037,0.4037,false,422020,821970,0.31575,0.31575
0.0035,0.47508,0.47508,false,423300,811720,0.35667,0.35667
0.0035,0.55908,0.55908,false,418260,780770,0.40484,0.40484
0.0035,0.65793,0.65793,false,408070,738070,0.46706,0.46706
0.0035,0.77426,0.77426,false,388110,634810,0.54531,0.54531
0.0035,0.91116,0.91116,false,359800,541380,0.62794,0.62794
0.0035,1.0723,1.0723,false,323800,453450,0.71487,0.71487
0.0035,1.2619,1.2619,false,278010,370370,0.78262,0.78262
0.0035,1.485,1.485,false,231490,292740,0.86234,0.86234
0.0035,1.7475,1.7475,false,194090,236340,0.91546,0.91546
0.0035,2.0565,2.0565,false,164410,194660,0.93827,0.93827
0.0035,2.4201,2.4201,false,136820,157180,0.96511,0.96511
0.0035,2.848,2.848,false,112460,125580,0.99669,0.99669
0.0035,3.3516,3.3516,false,100400,110560,0.99785,0.99785
0.0035,3.9442,3.9442,false,89450,97129,0.99855,0.99855
0.0035,4.6416,4.6416,false,79682,85222,0.99937,0.99937
0.0035,5.4623,5.4623,false,71262,75258,1,1
0.0035,6.4281,6.4281,false,63486,66623,1,1
0.0035,7.5646,7.5646,false,56413,58821,1,1
0.0035,8.9022,8.9022,false,49560,51330,1,1
0.0035,10.476,10.476,false,43521,44822,1,1
0.0035,12.328,12.328,false,37902,38845,1,1
0.0035,14.508,14.508,false,33056,33746,1,1
0.0035,17.074,17.074,false,28794,29299,1,1
0.0035,20.092,20.092,false,25100,25480,1,1
0.0035,23.645,23.645,false,21547,21837,1,1
0.0035,27.826,27.826,false,18438,18648,1,1
0.0035,32.745,32.745,false,15829,15982,1,1
0.0035,38.535,38.535,false,13574,13684,1,1
0.0035,45.349,45.349,false,11920,12002,1,1
0.0035,53.367,53.367,false,10892,10961,1,1
0.0035,62.803,62.803,false,9862.9,9925.1,1,1
0.0035,73.907,73.907,false,8824.7,8873.5,1,1
0.0035,86.975,86.975,false,7871.3,7909.4,1,1
0.0035,102.35,102.35,false,6876.3,6906.2,1,1
0.0035,120.45,120.45,false,5926.5,5949.5,1,1
0.0035,141.75,141.75,false,5082,5099.7,1,1
0.0035,166.81,166.81,false,4312,4325.3,1,1
0.0035,196.3,196.3,false,3719.6,3729.4,1,1
0.0035,231.01,231.01,false,3222.1,3229.3,1,1
0.0035,271.86,271.86,false,2806,2811.4,1,1
0.0035,319.93,319.93,false,2450.6,2454.5,1,1
0.0035,376.49,376.49,false,2092.9,2095.6,1,1
0.0035,443.06,443.06,false,1859.3,1861.5,1,1
0.0035,521.4,521.4,false,1627.9,1629.6,1,1
0.0035,613.59,613.59,false,1409.4,1410.7,1,1
0.0035,722.08,722.08,false,1199.6,1200.6,1,1
0.0035,849.75,849.75,false,1018.2,1018.9,1,1
0.0035,1000,1000,false,866.91,867.41,1,1
0.004,0.0001,0.0001,false,6855,28864,0.96454,0.96454
0.004,0.00011768,0.00011768,false,7934.3,33225,0.95994,0.95994
0.004,0.00013849,0.00013849,false,9198.5,38359,0.95452,0.95452
0.004,0.00016298,0.00016298,false,10682,44399,0.94814,0.94814
0.004,0.00019179,0.00019179,false,12425,51508,0.94064,0.94064
0.004,0.0002257,0.0002257,false,14016,57419,0.93438,0.93438
0.004,0.00026561,0.00026561,false,15835,64127,0.92727,0.92727
0.004,0.00031257,0.00031257,false,17971,72024,0.9189,0.9189
0.004,0.00036784,0.00036784,false,20480,81315,0.90905,0.90905
0.004,0.00043288,0.00043288,false,23428,92251,0.89746,0.89746
0.004,0.00050941,0.00050941,false,26895,105120,0.88382,0.88382
0.004,0.00059948,0.00059948,false,30404,117620,0.87031,0.87031
0.004,0.00070548,0.00070548,false,33251,126380,0.86014,0.86014
0.004,0.00083022,0.00083022,false,36598,136670,0.84817,0.84817
0.004,0.00097701,0.00097701,false,40535,148790,0.83409,0.83409
0.004,0.0011498,0.0011498,false,45165,163060,0.81752,0.81752
0.004,0.001353,0.001353,false,50612,179850,0.79801,0.79801
0.004,0.0015923,0.0015923,false,57020,199600,0.77506,0.77506
0.004,0.0018738,0.0018738,false,63151,217900,0.75357,0.75357
0.004,0.0022051,0.0022051,false,67030,227640,0.74139,0.74139
0.004,0.002595,0.002595,false,71589,239110,0.72705,0.72705
0.004,0.0030539,0.0030539,false,76947,252620,0.71018,0.71018
0.004,0.0035938,0.0035938,false,83243,268510,0.69032,0.69032
0.004,0.0042292,0.0042292,false,90640,287220,0.66695,0.66695
0.004,0.004977,0.004977,false,99331,309260,0.63945,0.63945
0.004,0.005857,0.005857,false,109540,335200,0.60709,0.60709
0.004,0.0068926,0.0068926,false,115500,349140,0.59043,0.59043
0.004,0.0081113,0.0081113,false,120280,359530,0.57856,0.57856
0.004,0.0095455,0.0095455,false,125830,371730,0.56459,0.56459
0.004,0.011233,0.011233,false,132290,386110,0.54815,0.54815
0.004,0.013219,0.013219,false,139800,403030,0.5288,0.5288
0.004,0.015557,0.015557,false,148500,422950,0.50603,0.50603
0.004,0.018307,0.018307,false,158580,446450,0.47923,0.47923
0.004,0.021544,0.021544,false,170150,474180,0.4477,0.4477
0.004,0.025354,0.025354,false,176550,488230,0.43493,0.43493
0.004,0.029836,0.029836,false,182020,499560,0.42657,0.42657
0.004,0.035112,0.035112,false,188230,512880,0.41674,0.41674
0.004,0.04132,0.04132,false,195270,528460,0.40516,0.40516
0.004,0.048626,0.048626,false,203300,546800,0.39154,0.39154
0.004,0.057224,0.057224,false,212450,568310,0.37551,0.37551
0.004,0.067342,0.067342,false,222910,593690,0.35664,0.35664
0.004,0.079248,0.079248,false,233260,618710,0.33957,0.33957
0.004,0.09326,0.09326,false,239430,631030,0.3373,0.3373
0.004,0.10975,0.10975,false,246210,645060,0.33463,0.33463
0.004,0.12915,0.12915,false,253690,660890,0.33149,0.33149
0.004,0.15199,0.15199,false,261990,678800,0.32779,0.32779
0.004,0.17886,0.17886,false,271220,698880,0.32344,0.32344
0.004,0.21049,0.21049,false,280740,718900,0.32041,0.32041
0.004,0.24771,0.24771,false,285500,723270,0.33175,0.33175
0.004,0.29151,0.29151,false,290150,725060,0.3451,0.3451
0.004,0.34305,0.34305,false,294480,722610,0.36081,0.36081
0.004,0.4037,0.4037,false,298260,714440,0.37929,0.37929
0.004,0.47508,0.47508,false,300740,701310,0.41914,0.41914
0.004,0.55908,0.55908,false,300690,673200,0.46621,0.46621
0.004,0.65793,0.65793,false,296780,616500,0.52239,0.52239
0.004,0.77426,0.77426,false,288490,538390,0.59053,0.59053
0.004,0.91116,0.91116,false,274670,463430,0.66617,0.66617
0.004,1.0723,1.0723,false,253140,393810,0.74128,0.74128
0.004,1.2619,1.2619,false,225740,328250,0.80531,0.80531
0.004,1.485,1.485,false,194710,267480,0.85882,0.85882
0.004,1.7475,1.7475,false,163650,212210,0.92179,0.92179
0.004,2.0565,2.0565,false,141080,175620,0.95605,0.95605
0.004,2.4201,2.4201,false,124070,149570,0.96714,0.96714
0.004,2.848,2.848,false,108210,126300,0.9802,0.9802
0.004,3.3516,3.3516,false,94096,106650,0.99557,0.99557
0.004,3.9442,3.9442,false,83947,93484,0.9996,0.9996
0.004,4.6416,4.6416,false,75228,82580,0.99972,0.99972
0.004,5.4623,5.4623,false,67270,72693,0.99986,0.99986
0.004,6.4281,6.4281,false,60315,64169,1,1
0.004,7.5646,7.5646,false,53714,56666,1,1
0.004,8.9022,8.9022,false,47836,50134,1,1
0.004,10.476,10.476,false,42052,43745,1,1
0.004,12.328,12.328,false,36759,37977,1,1
0.004,14.508,14.508,false,32105,32988,1,1
0.004,17.074,17.074,false,27939,28581,1,1
0.004,20.092,20.092,false,24392,24870,1,1
0.004,23.645,23.645,false,21241,21603,1,1
0.004,27.826,27.826,false,18321,18601,1,1
0.004,32.745,32.745,false,15648,15854,1,1
0.004,38.535,38.535,false,13397,13545,1,1
0.004,45.349,45.349,false,11515,11622,1,1
0.004,53.367,53.367,false,9963.5,10041,1,1
0.004,62.803,62.803,false,9078.3,9137.8,1,1
0.004,73.907,73.907,false,8402.6,8460.2,1,1
0.004,86.975,86.975,false,7578,7625.2,1,1
0.004,102.35,102.35,false,6789,6826.1,1,1
0.004,120.45,120.45,false,5936.7,5965.5,1,1
0.004,141.75,141.75,false,5151.5,5173.9,1,1
0.004,166.81,166.81,false,4420.7,4437.9,1,1
0.004,196.3,196.3,false,3758.6,3771.6,1,1
0.004,231.01,231.01,false,3235.2,3244.8,1,1
0.004,271.86,271.86,false,2796.9,2803.9,1,1
0.004,319.93,319.93,false,2439.3,2444.5,1,1
0.004,376.49,376.49,false,2131,2134.9,1,1
0.004,443.06,443.06,false,1858,1860.8,1,1
0.004,521.4,521.4,false,1575.5,1577.6,1,1
0.004,613.59,613.59,false,1403.7,1405.4,1,1
0.004,722.08,722.08,false,1201.4,1202.6,1,1
0.004,849.75,849.75,false,1037.9,1038.8,1,1
0.004,1000,1000,false,868.32,868.97,1,1
0.005,0.0001,0.0001,false,1752,9658.2,0.98272,0.98272
0.005,0.00011768,0.00011768,false,2023.6,11096,0.98073,0.98073
0.005,0.00013849,0.00013849,false,2342.4,12789,0.9784,0.9784
0.005,0.00016298,0.00016298,false,2717,14780,0.97565,0.97565
0.005,0.00019179,0.00019179,false,3157.6,17123,0.97242,0.97242
0.005,0.0002257,0.0002257,false,3675.8,19881,0.96861,0.96861
0.005,0.00026561,0.00026561,false,4283.5,23112,0.96415,0.96415
0.005,0.00031257,0.00031257,false,4870,25910,0.96032,0.96032
0.005,0.00036784,0.00036784,false,5559.9,29203,0.95581,0.95581
0.005,0.00043288,0.00043288,false,6371.5,33077,0.9505,0.9505
0.005,0.00050941,0.00050941,false,7326.4,37638,0.94425,0.94425
0.005,0.00059948,0.00059948,false,8450,43003,0.9369,0.9369
0.005,0.00070548,0.00070548,false,9772,49320,0.92824,0.92824
0.005,0.00083022,0.00083022,false,11040,54857,0.9206,0.9206
0.005,0.00097701,0.00097701,false,12339,60109,0.91329,0.91329
0.005,0.0011498,0.0011498,false,13868,66290,0.90469,0.90469
0.005,0.001353,0.001353,false,15667,73566,0.89458,0.89458
